Page path and screen class,Views,Users,Views per user,Average engagement time,Event count,Conversions,Total revenue
/blog/pythonapi-part1,23,22,1.0454545454545454,18.09090909090909,87,0,0
/overview-ansible-ai,23,17,1.3529411764705883,22.235294117647058,50,0,0
/store/p/api-design-with-python-april2023,23,3,7.666666666666667,4.666666666666667,31,0,0
/store/p/cks-feb2024,23,1,23,0,23,0,0
/store/p/jenkins-practice-labs,23,23,1,3,93,0,0
/store/p/kubernetes-online-live-class-april2023,23,4,5.75,3.75,31,0,0
/store/p/sip-online-live-feb2024,23,5,4.6,11.2,28,0,0
/store/p/suse-rancher-mar2023,23,13,1.7692307692307692,6.384615384615385,52,0,0
/overview-sles-training,22,20,1.1,7.5,84,0,0
/store-5g,22,16,1.375,14.5625,47,0,0
/store/p/5g-essentials-online-live-class-nov2023,22,8,2.75,3.375,33,0,0
/store/p/python-basics-online-live-class-jan-2023,22,2,11,1.5,34,0,0
/blog/go-programming-print,21,13,1.6153846153846154,22.692307692307693,56,0,0
/overview-avaya-training,21,17,1.2352941176470589,3.6470588235294117,91,0,0
/store-network-automation-training,21,12,1.75,10.25,56,0,0
/store/p/5g-essentials-online-live-class-aug2023,21,5,4.2,6.8,33,0,0
/store/p/pe-ai-8-24-23,21,1,21,0,25,0,0
/store/p/python-basics-online-live-class-april2023,21,4,5.25,3.25,30,0,0
/store/p/terraform/aug-2023,21,7,3,5.571428571428571,41,0,0
/blog/ansible-switch-configuration-archive-tutorial,20,17,1.1764705882352942,32.64705882352941,53,0,0
/blog/jinja-templates,20,13,1.5384615384615385,10.615384615384615,61,0,0
/overview-os,20,18,1.1111111111111112,4.666666666666667,85,0,0
/store/p/pe-ai-jan2024,20,1,20,0,20,0,0
/store/p/pyai-jan2024,20,1,20,6,21,0,0
/store/p/pythonnetworautomation-mar2023,20,2,10,0.5,25,0,0
/store/p/pythonnetworautomation-nov2023,20,3,6.666666666666667,3.3333333333333335,28,0,0
/store/p/terraform/may-2023,20,5,4,2.2,33,0,0
/blog/api-requests-with-python,19,6,3.1666666666666665,12.666666666666666,33,0,0
/overview-circleci-training,19,18,1.0555555555555556,16.88888888888889,55,0,0
/overview-github-training,19,15,1.2666666666666666,25.133333333333333,34,0,0
/overview-zerocodechatbots-bard,19,4,4.75,66.75,44,0,0
/store/p/ansible-essentials-online-june2023-f8wt8,19,2,9.5,1,23,0,0
/store/p/kubernetes-online-live-class-april2024,19,1,19,0,19,0,0
/store/p/python-basics-online-live-june2024,19,3,6.333333333333333,1.6666666666666667,20,0,0
/store/p/python-practice-labs,19,18,1.0555555555555556,2.6666666666666665,65,0,0
/store/p/self-paced-terraform-iac-course,19,9,2.111111111111111,28.77777777777778,47,0,0
/store/p/suse-k8s-jan2024,19,2,9.5,0.5,20,0,0
/alta3-research-course-portfolio,18,3,6,190,34,0,0
/overview-ai-chat-bard,18,8,2.25,69,33,0,0
/posters/,18,11,1.6363636363636365,16.181818181818183,75,0,0
/store-django,18,2,9,61,25,0,0
/store/p/ansible-essentials-online-feb2023,18,3,6,17.666666666666668,21,0,0
/store/p/cks-december2023,18,1,18,0,21,0,0
/store/p/cks-june,18,4,4.5,2.5,22,0,0
/store/p/golang-june23,18,1,18,0,20,0,0
/store/p/jenkins-training-mar2023,18,2,9,0.5,21,0,0
/store/p/kubernetes-online-live-class-jan2024,18,1,18,2,19,0,0
/store/p/pyai-april2024,18,1,18,7,19,0,0
/store/p/python-network-automation-self-paced,18,8,2.25,14.375,36,0,0
/store/p/pythonnetworautomation-june2024,18,1,18,0,18,0,0
/blog/moving-active-k8s-cluster-on-qemu-vm,17,16,1.0625,16.8125,60,0,0
/blog/vim-introduction-getting-started-with-vim,17,10,1.7,4.4,51,0,0
/checkout,17,16,1.0625,65.875,53,0,0
/store/p/api-design-with-python-june2023,17,2,8.5,1,24,0,0
/store/p/api-design-with-python-march2024,17,2,8.5,0.5,19,0,0
/store/p/microservices-online-live-class-mar2023,17,5,3.4,3.6,23,0,0
/store/p/microservices-online-live-sept2023,17,1,17,0,24,0,0
/store/p/python-networking-march2023,17,3,5.666666666666667,0.3333333333333333,22,0,0
/store/p/sip-online-live-may2023,17,5,3.4,5.6,28,0,0
/blog/ansible-basics-tutorial,16,11,1.4545454545454546,18.545454545454547,60,0,0
/blog/gos-approach-to-arrays-and-slices,16,5,3.2,11,33,0,0
/overview-ansible-training-dell,16,1,16,371,21,0,0
/store/p/golang-june-2023,16,2,8,0.5,21,0,0
/store/p/jenkins-june2024,16,1,16,0,16,0,0
/store/p/microservices-online-live-dec2023,16,4,4,15.5,27,0,0
/store/p/pythonnetworautomation-july2023,16,5,3.2,7.6,25,0,0
/store/p/terraform/june2024,16,1,16,0,16,0,0
/overview-awsarchitect,15,7,2.142857142857143,9.571428571428571,29,0,0
/overview-java-ai,15,8,1.875,43.75,32,0,0
/store-api-python-training,15,6,2.5,2.6666666666666665,27,0,0
/store/p/ansible-essentials-online-aug2023,15,1,15,0,19,0,0
/store/p/cka-selfpaced,15,9,1.6666666666666667,7,35,0,0
/store/p/kubernetes-ckad-online-class-dec2023,15,1,15,0,18,0,0
/store/p/pyai-july2024,15,1,15,0,15,0,0
/store/p/python-basics-online-live-oct2023,15,3,5,3,22,0,0
/blog/crushckad,14,13,1.0769230769230769,3.4615384615384617,48,0,0
/overview-docker-1,14,7,2,67.71428571428571,24,0,0
/store-microservices-training,14,5,2.8,14.2,28,0,0
/store/p/kubernetes-online-live-class-jan-2023,14,2,7,10,18,0,0
/store/p/os-generative-ai-9-19-23,14,2,7,11,22,0,0
/store/p/python203-ds,14,1,14,0,14,0,0
/overview-zerocodechatbots-watson,13,7,1.8571428571428572,25.857142857142858,24,0,0
/search,13,4,3.25,30.25,44,0,0
/store/p/cks-nov2023,13,1,13,0,14,0,0
/store/p/jenkins-dec2023,13,2,6.5,8.5,16,0,0
/store/p/jenkins-june23,13,1,13,0,13,0,0
/store/p/nlp-ai,13,2,6.5,5.5,16,0,0
/store/p/python-basics-online-live-march2024,13,1,13,0,14,0,0
/store/p/zerocode-ai-googlebard,13,1,13,0,18,0,0
/docker-training,12,6,2,12.833333333333334,24,0,0
/overview-ceph,12,10,1.2,10.7,49,0,0
/overview-comptia-network,12,10,1.2,4.1,26,0,0
/overview-terraform-special,12,8,1.5,4.5,28,0,0
/store-kubernetes-ckad,12,12,1,7.75,32,0,0
/store-terraform,12,3,4,12.333333333333334,19,0,0
/store/p/django,12,1,12,0,15,0,0
/store/p/django-8-2023,12,1,12,0,14,0,0
/store/p/jenkins-march2024,12,1,12,0,12,0,0
/store/p/python203-ds-7-2023,12,2,6,0,15,0,0
/store/p/python203-ds-oct2023,12,1,12,0,16,0,0
/blog/00fg5lqocxkpikimilx872gnbtt2yc,11,10,1.1,3.4,39,0,0
/blog/how-to-install-terraform-infrastructure-as-code-tool,11,4,2.75,21,20,0,0
/blog/python-tutorial-using-python-to-interact-with-excel,11,8,1.375,3.375,30,0,0
/jason,11,10,1.1,9.5,26,0,0
/overview-ansible-1,11,1,11,1041,20,0,0
/overview-golang-ai,11,7,1.5714285714285714,34.714285714285715,19,0,0
/paul,11,7,1.5714285714285714,29.428571428571427,27,0,0
/pure-storage-terraform,11,8,1.375,5.25,38,0,0
/store-neuvector,11,5,2.2,7.4,19,0,0
/store-python-automation-training,11,6,1.8333333333333333,4.5,25,0,0
/store-python-data-sciences-training,11,2,5.5,22.5,21,0,0
/store/p/ansible-practice-labs,11,11,1,3,41,0,0
/store/p/pe-ai-april24,11,1,11,0,11,0,0
/store/p/suse-k8s-april2024,11,3,3.6666666666666665,2.3333333333333335,16,0,0
/store/p/suse-rancher-jan2024,11,2,5.5,0.5,12,0,0
/store/p/terraform/nov2023,11,2,5.5,3,14,0,0
/certification-pyna-202,10,2,5,27,12,0,0
/home-1,10,1,10,44,16,0,0
/overview-linux-4-dev,10,2,5,5.5,32,0,0
/store-2,10,1,10,13,13,0,0
/store-ansible-training,10,5,2,5.8,19,0,0
/store/p/cks,10,2,5,59,15,0,0
/store/p/cks-4-2023,10,2,5,0.5,11,0,0
/store/p/napya-may2024,10,1,10,0,10,0,0
/store/p/pythonds-oct2023,10,2,5,0.5,15,0,0
/store/p/pythonnetworautomation-sept2022,10,2,5,1,17,0,0
/alta3-logo,9,5,1.8,13,22,0,0
/blog/getting-keyed-up,9,6,1.5,22.666666666666668,25,0,0
/blog/magic-the-gathering-api,9,7,1.2857142857142858,4.857142857142857,21,0,0
/certification-5g,9,1,9,104,13,0,0
/store/p/api-design-with-python-may2024,9,1,9,0,9,0,0
/store/p/cka-practice-labs,9,7,1.2857142857142858,1.8571428571428572,31,0,0
/store/p/developing-on-aws-online-live-class-feb28,9,2,4.5,0.5,13,0,0
/store/p/django-sept2023,9,1,9,0,11,0,0
/store/p/kubernetes-bootcamp-online-live-class-nov2021,9,9,1,2.3333333333333335,36,0,0
/store/p/napya-june2023,9,1,9,0,10,0,0
/store/p/pythonds-july2023,9,3,3,3,16,0,0
/store/p/pythonnetworautomation-march2024,9,1,9,0,9,0,0
/store/p/terraform/april2024,9,1,9,0,9,0,0
/DEVOPS,8,1,8,24,23,0,0
/blog/ansible-template-tutorial,8,7,1.1428571428571428,14.857142857142858,20,0,0
/blog/python-and-apis-nasas-open-apis,8,8,1,2.75,36,0,0
/certification-python-201,8,3,2.6666666666666665,44,15,0,0
/overview-5g-courses,8,6,1.3333333333333333,6.666666666666667,24,0,0
/overview-devsecops,8,2,4,311.5,16,0,0
/sean,8,8,1,5.5,23,0,0
/store-nlp-ai,8,3,2.6666666666666665,12.333333333333334,11,0,0
/store/p/api-design-with-python-dec2022,8,1,8,0,13,0,0
/store/p/cka-online-live-class-april2024,8,1,8,0,8,0,0
/store/p/cks-aug2023-k2uEG,8,1,8,0,8,0,0
/store/p/pe-ai-11-20-23,8,2,4,0.5,9,0,0
/store/p/sip-online-live-apr2024,8,3,2.6666666666666665,30.333333333333332,12,0,0
/blog-1-1/test-course-idea,7,1,7,0,15,0,0
/blog/install-virtualbox,7,6,1.1666666666666667,9.333333333333334,19,0,0
/certification-pyb,7,2,3.5,57,10,0,0
/store-jenkins-training,7,5,1.4,4,14,0,0
/store/p/api-design-with-python-jan2024,7,1,7,0,7,0,0
/store/p/apis-and-api-design-with-python-june-1-5-jmz9w,7,5,1.4,1,23,0,0
/store/p/architecting-on-aws-online-live-class-aug18,7,1,7,0,14,0,0
/store/p/cka-online-live-class-june2024,7,1,7,0,7,0,0
/store/p/django-nov2023,7,1,7,0,7,0,0
/store/p/kubernetes-bootcamp-online-live-class-aug2021,7,3,2.3333333333333335,6,15,0,0
/store/p/nlp-ai-10-5-23,7,2,3.5,6.5,10,0,0
/store/p/python-networking-june2023-ccftf,7,1,7,0,11,0,0
/store/p/sip-online-live-dec-2021,7,7,1,10.142857142857142,30,0,0
/store/p/sip-online-live-feb-2023,7,3,2.3333333333333335,16,14,0,0
/store/p/suse-rancher-apr2024,7,2,3.5,0,7,0,0
/store/webinar,7,1,7,0,14,0,0
/training/sip-training/,7,7,1,2.7142857142857144,25,0,0
/about/,6,5,1.2,4.2,20,0,0
/blog/how-to-create-a-virtual-machine,6,5,1.2,6,16,0,0
/blog/python-versions-python2-vs-python3,6,5,1.2,26.4,12,0,0
/course-not-available,6,6,1,5.166666666666667,16,0,0
/courses/sdn,6,5,1.2,9.6,22,0,0
/dashboard,6,3,2,1,19,0,0
/instructor-application-1,6,1,6,0,11,0,0
/postersfor,6,5,1.2,4.8,26,0,0
/store-ai-bard,6,1,6,301,8,0,0
/store-nlp-ai-1,6,1,6,0,7,0,0
/store-prompt-engineering,6,1,6,20,9,0,0
/store-python-data-sciences-training-1,6,1,6,154,8,0,0
/store/labs,6,3,2,3.6666666666666665,14,0,0
/store/p/aws-technical-essentials-online-live-class-oct2023,6,1,6,0,12,0,0
/store/p/cks-april2024,6,1,6,0,6,0,0
/store/p/django-aug2023,6,1,6,0,6,0,0
/store/p/golang-june2024,6,1,6,0,6,0,0
/store/p/kubernetes-online-live-class-june2024,6,1,6,0,6,0,0
/store/p/python-networking-dec2023-8j2rs,6,1,6,0,10,0,0
/store/p/suse-k8s-dec2021,6,6,1,2.5,17,0,0
/store/p/terraform/oct-2023,6,1,6,0,8,0,0
/training/virtual-sip-training/,6,6,1,6.5,21,0,0
/user,6,3,2,7.333333333333333,19,0,0
/Y2xvdWQtZG,5,5,1,2.6,22,0,0
/alta3-research-course-training,5,3,1.6666666666666667,123.66666666666667,12,0,0
/blog/null,5,3,1.6666666666666667,0,5,0,0
/home-old,5,1,5,0,8,0,0
/overview-INSERT_URL_HERE,5,2,2.5,2.5,12,0,0
/overview-automation-python-ansible-training-1,5,1,5,719,10,0,0
/overview-aws-tech,5,5,1,14.8,12,0,0
/overview-devops-foundations-training,5,2,2.5,2.5,10,0,0
/overview-nab,5,1,5,4,14,0,0
/store-ansible-training-dell,5,1,5,10,8,0,0
/store-ipsec-training,5,5,1,7,16,0,0
/store-rancher-training,5,2,2.5,7.5,8,0,0
/store-sdn-training,5,2,2.5,0,10,0,0
/store/p/5g-essentials-online-live-class-feb2023,5,2,2.5,2.5,8,0,0
/store/p/5g-essentials-online-live-class-may2023,5,3,1.6666666666666667,6,10,0,0
/store/p/ansible-essentials-online-may2024,5,1,5,0,5,0,0
/store/p/api-design-with-python-jan2024-59pay,5,1,5,0,6,0,0
/store/p/api-design-with-python-sept2021,5,5,1,3,21,0,0
/store/p/architecting-on-aws-online-live-class-42023,5,1,5,0,6,0,0
/store/p/aws-techessentials-jan30,5,4,1.25,4.75,8,0,0
/store/p/developing-on-aws-online-live-class-june22,5,1,5,0,9,0,0
/store/p/gitlab-training-oct2021,5,5,1,10.2,20,0,0
/store/p/jenkins-training-sept2023,5,1,5,0,7,0,0
